application_id,candidate_id,resume_id,vacancy_title,platform,status_norm,y_interview,application_date,resume_domain,similarity_resume_vacancy,apply_month,apply_dow
app3_00218,cand_04,R3,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-06-04,gamedev,0.59,6,1
app3_00219,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-01-12,gamedev,0.545,1,4
app3_00220,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-05-02,gamedev,0.317,5,3
app3_00221,cand_01,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-06-03,gamedev,0.477,6,0
app3_00222,cand_06,R3,Unity Developer (Middle) - Mobile F2P,HH,interview,1,2024-12-23,gamedev,0.737,12,0
app3_00223,cand_02,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-12-18,gamedev,0.588,12,2
app3_00224,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-02-25,gamedev,0.358,2,6
app3_00225,cand_04,R3,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-07-04,gamedev,0.655,7,3
app3_00226,cand_06,R3,Unity Developer (Middle) - Mobile F2P,HH,test,1,2024-07-13,gamedev,0.683,7,5
app3_00227,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-02-03,gamedev,0.427,2,5
app3_00228,cand_03,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-03-17,gamedev,0.677,3,6
app3_00229,cand_01,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-02-07,gamedev,0.511,2,2
app3_00230,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-08-04,gamedev,0.32,8,6
app3_00231,cand_04,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-11-14,gamedev,0.53,11,3
app3_00232,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-12-21,gamedev,0.183,12,5
app3_00233,cand_01,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-21,gamedev,0.63,5,1
app3_00234,cand_04,R3,Senior Unity Developer - Architecture / Tools,HH,screening,1,2024-02-15,gamedev,0.672,2,3
app3_00235,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-04-29,gamedev,0.566,4,0
app3_00236,cand_02,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-11-04,gamedev,0.745,11,0
app3_00237,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-07-07,gamedev,0.364,7,6
app3_00238,cand_02,R3,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-16,gamedev,0.518,7,1
app3_00239,cand_04,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-01-15,gamedev,0.39,1,0
app3_00240,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-09-10,gamedev,0.628,9,1
app3_00241,cand_03,R3,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-07-21,gamedev,0.684,7,6
app3_00242,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-05-16,gamedev,0.395,5,3
app3_00243,cand_03,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-09-10,gamedev,0.647,9,1
app3_00244,cand_03,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-07-11,gamedev,0.277,7,3
app3_00245,cand_06,R3,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-09-17,gamedev,0.746,9,1
app3_00246,cand_06,R3,Unity Developer - Hypercasual / LiveOps,HH,interview,1,2024-01-08,gamedev,0.821,1,0
app3_00247,cand_02,R3,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-02-28,gamedev,0.588,2,2
app3_00248,cand_05,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-08-09,gamedev,0.483,8,4
app3_00249,cand_05,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-02-21,gamedev,0.751,2,2
app3_00250,cand_05,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-12-01,gamedev,0.319,12,6
app3_00251,cand_03,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-08-05,gamedev,0.625,8,0
app3_00252,cand_05,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-12-04,gamedev,0.354,12,2
app3_00253,cand_02,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-10-08,gamedev,0.69,10,1
app3_00254,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-10-02,gamedev,0.61,10,2
app3_00255,cand_06,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-04-04,gamedev,0.299,4,3
app3_00256,cand_06,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-11-27,gamedev,0.199,11,2
app3_00257,cand_03,R3,Unity Developer - Hypercasual / LiveOps,HH,screening,1,2024-06-28,gamedev,0.685,6,4
app3_00258,cand_02,R3,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-08-30,gamedev,0.669,8,4
app3_00259,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-12,gamedev,0.391,6,2
app3_00260,cand_04,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-28,gamedev,0.574,4,6
app3_00261,cand_06,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-03-13,gamedev,0.509,3,2
app3_00262,cand_05,R3,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-10-17,gamedev,0.604,10,3
app3_00263,cand_03,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-05-14,gamedev,0.556,5,1
app3_00264,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-11-24,gamedev,0.241,11,6
app3_00265,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-03-09,gamedev,0.303,3,5
app3_00266,cand_02,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-03-13,gamedev,0.451,3,2
app3_00267,cand_06,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-04-17,gamedev,0.129,4,2
app3_00268,cand_02,R2,Unity Developer - Hypercasual / LiveOps,HH,screening,1,2024-10-29,gamedev,0.365,10,1
app3_00269,cand_02,R2,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-01-25,gamedev,0.529,1,3
app3_00270,cand_03,R3,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-06-14,gamedev,0.577,6,4
app3_00271,cand_03,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-01-03,gamedev,0.502,1,2
app3_00272,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-09,gamedev,0.406,2,4
app3_00273,cand_06,R2,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-10-28,gamedev,0.4,10,0
app3_00274,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-11-04,gamedev,0.707,11,0
app3_00275,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-03-30,gamedev,0.387,3,5
app3_00276,cand_02,R3,Senior Unity Developer - Architecture / Tools,HH,interview,1,2024-12-21,gamedev,0.691,12,5
app3_00277,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-03-22,gamedev,0.408,3,4
app3_00278,cand_02,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-08-28,gamedev,0.514,8,2
app3_00279,cand_01,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-08-08,gamedev,0.637,8,3
app3_00280,cand_06,R3,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-02-24,gamedev,0.632,2,5
app3_00281,cand_03,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-04-22,gamedev,0.488,4,0
app3_00282,cand_05,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-10-28,gamedev,0.482,10,0
app3_00283,cand_01,R3,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-10-26,gamedev,0.561,10,5
app3_00284,cand_01,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-06-24,gamedev,0.739,6,0
app3_00285,cand_03,R1,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-01-20,gamedev,0.553,1,5
app3_00286,cand_02,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-11-09,gamedev,0.731,11,5
app3_00287,cand_02,R3,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-09-15,gamedev,0.609,9,6
app3_00288,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-06-09,gamedev,0.319,6,6
app3_00289,cand_03,R2,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-12-29,gamedev,0.578,12,6
app3_00290,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-06-01,gamedev,0.457,6,5
app3_00291,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-01-31,gamedev,0.5,1,2
app3_00292,cand_04,R3,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-03,gamedev,0.6,7,2
app3_00293,cand_06,R3,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-10-03,gamedev,0.447,10,3
app3_00294,cand_02,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-03-30,gamedev,0.691,3,5
app3_00295,cand_02,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-12-26,gamedev,0.464,12,3
app3_00296,cand_01,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-11-30,gamedev,0.448,11,5
app3_00297,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-01,gamedev,0.442,6,5
app3_00298,cand_05,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-08-22,gamedev,0.236,8,3
app3_00299,cand_02,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-12-15,gamedev,0.505,12,6
app3_00300,cand_01,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-09-18,gamedev,0.474,9,2
app3_00301,cand_05,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-09-15,gamedev,0.557,9,6
app3_00302,cand_01,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-02-13,gamedev,0.765,2,1
app3_00303,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-11-17,gamedev,0.33,11,6
app3_00304,cand_05,R3,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-07,gamedev,0.577,6,4
app3_00305,cand_03,R2,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-03-10,gamedev,0.646,3,6
app3_00306,cand_06,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-10-20,gamedev,0.667,10,6
app3_00307,cand_02,R2,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-06-03,gamedev,0.619,6,0
app3_00308,cand_05,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-02-08,gamedev,0.444,2,3
app3_00309,cand_02,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,screening,1,2024-01-21,gamedev,0.598,1,6
app3_00310,cand_06,R3,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-01-21,gamedev,0.616,1,6
app3_00311,cand_06,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-01-15,gamedev,0.359,1,0
app3_00312,cand_01,R2,Unity Developer (WebGL) - Casual Games,InGameJob,interview,1,2024-07-09,gamedev,0.552,7,1
app3_00313,cand_06,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-05-22,gamedev,0.545,5,2
app3_00314,cand_06,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-20,gamedev,0.449,2,1
app3_00315,cand_05,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-03-06,gamedev,0.513,3,2
app3_00316,cand_02,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-07-04,gamedev,0.389,7,3
app3_00317,cand_04,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-07-02,gamedev,0.603,7,1
app3_00318,cand_03,R3,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-03-30,gamedev,0.604,3,5
app3_00319,cand_02,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-05-29,gamedev,0.341,5,2
app3_00320,cand_04,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-08-23,gamedev,0.53,8,4
app3_00321,cand_01,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-02-22,gamedev,0.43,2,3
app3_00322,cand_01,R2,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-08-13,gamedev,0.506,8,1
app3_00323,cand_04,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-02-14,gamedev,0.66,2,2
app3_00324,cand_02,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-06,gamedev,0.624,4,5
app3_00325,cand_03,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-04-07,gamedev,0.536,4,6
app3_00326,cand_06,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-07-07,gamedev,0.588,7,6
app3_00327,cand_01,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-11-07,gamedev,0.739,11,3
app3_00328,cand_03,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-12-08,gamedev,0.576,12,6
app3_00329,cand_04,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-01-04,gamedev,0.4,1,3
app3_00330,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-09-26,gamedev,0.553,9,3
app3_00331,cand_05,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-09-14,gamedev,0.751,9,5
app3_00332,cand_03,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-04-01,gamedev,0.306,4,0
app3_00333,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-05-13,gamedev,0.427,5,0
app3_00334,cand_01,R3,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-02-24,gamedev,0.512,2,5
app3_00335,cand_02,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-03-30,gamedev,0.567,3,5
app3_00336,cand_02,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-10-15,gamedev,0.525,10,1
app3_00337,cand_01,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-12-26,gamedev,0.53,12,3
app3_00338,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,screening,1,2024-11-13,gamedev,0.396,11,2
app3_00339,cand_02,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-09-20,gamedev,0.587,9,4
app3_00340,cand_05,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-10-22,gamedev,0.842,10,1
app3_00341,cand_04,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-10-20,gamedev,0.711,10,6
app3_00342,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-01-17,gamedev,0.287,1,2
app3_00343,cand_05,R2,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-05-02,gamedev,0.403,5,3
app3_00344,cand_04,R1,Unity Developer (Middle) - Mobile F2P,HH,screening,1,2024-01-01,gamedev,0.438,1,0
app3_00345,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-07-13,gamedev,0.391,7,5
app3_00346,cand_03,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-12-10,gamedev,0.402,12,1
app3_00347,cand_06,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-05-05,gamedev,0.585,5,6
app3_00348,cand_05,R1,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-01-10,gamedev,0.216,1,2
app3_00349,cand_02,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-01-16,gamedev,0.574,1,1
app3_00350,cand_04,R2,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-12-20,gamedev,0.693,12,4
app3_00351,cand_06,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-05-30,gamedev,0.699,5,3
app3_00352,cand_01,R3,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-04-14,gamedev,0.609,4,6
app3_00353,cand_01,R3,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-12-05,gamedev,0.499,12,3
app3_00354,cand_04,R2,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-08-19,gamedev,0.514,8,0
app3_00355,cand_04,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-10-01,gamedev,0.387,10,1
app3_00356,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-03,gamedev,0.169,5,4
app3_00357,cand_04,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-10-12,gamedev,0.567,10,5
app3_00358,cand_01,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-04-08,gamedev,0.355,4,0
app3_00359,cand_03,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-04-04,gamedev,0.663,4,3
app3_00360,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-06-30,gamedev,0.619,6,6
app3_00361,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-08-13,gamedev,0.613,8,1
app3_00362,cand_02,R3,Unity Developer (Middle) - Mobile F2P,HH,interview,1,2024-12-19,gamedev,0.606,12,3
app3_00363,cand_01,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-05-21,gamedev,0.366,5,1
app3_00364,cand_01,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-01-05,gamedev,0.602,1,4
app3_00365,cand_03,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-06-28,gamedev,0.483,6,4
app3_00366,cand_01,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-09-23,gamedev,0.651,9,0
app3_00367,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-01-09,gamedev,0.118,1,1
app3_00368,cand_05,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-09-06,gamedev,0.431,9,4
app3_00369,cand_05,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-05-03,gamedev,0.548,5,4
app3_00370,cand_06,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-03-14,gamedev,0.452,3,3
app3_00371,cand_02,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-10-13,gamedev,0.709,10,6
app3_00372,cand_03,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-07-06,gamedev,0.517,7,5
app3_00373,cand_05,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-09-09,gamedev,0.393,9,0
app3_00374,cand_01,R1,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-11-09,gamedev,0.42,11,5
app3_00375,cand_04,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-01-18,gamedev,0.635,1,3
app3_00376,cand_04,R2,Senior Unity Developer - VR/AR,LinkedIn,screening,1,2024-03-30,gamedev,0.706,3,5
app3_00377,cand_04,R2,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-03-03,gamedev,0.502,3,6
app3_00378,cand_03,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-10-16,gamedev,0.553,10,2
app3_00379,cand_05,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-01-28,gamedev,0.49,1,6
app3_00380,cand_01,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-23,gamedev,0.546,7,1
app3_00381,cand_02,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-10-05,gamedev,0.39,10,5
app3_00382,cand_05,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-06-01,gamedev,0.709,6,5
app3_00383,cand_06,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-06-19,gamedev,0.429,6,2
app3_00384,cand_01,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-06-15,gamedev,0.703,6,5
app3_00385,cand_01,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-04-13,gamedev,0.303,4,5
app3_00386,cand_05,R2,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-01-25,gamedev,0.393,1,3
app3_00387,cand_04,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-10-24,gamedev,0.576,10,3
app3_00388,cand_02,R2,Senior Unity Developer - Architecture / Tools,HH,interview,1,2024-08-29,gamedev,0.604,8,3
app3_00389,cand_04,R3,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-04-24,gamedev,0.589,4,2
app3_00390,cand_02,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,screening,1,2024-01-23,gamedev,0.702,1,1
app3_00391,cand_03,R2,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-09-14,gamedev,0.599,9,5
app3_00392,cand_01,R3,Senior Unity Developer - Architecture / Tools,HH,ignore,0,2024-01-31,gamedev,0.644,1,2
app3_00393,cand_06,R1,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-07-09,gamedev,0.477,7,1
app3_00394,cand_03,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-09-02,gamedev,0.719,9,0
app3_00395,cand_03,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-12-17,gamedev,0.512,12,1
app3_00396,cand_05,R2,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-05-12,gamedev,0.482,5,6
app3_00397,cand_01,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-09-06,gamedev,0.676,9,4
app3_00398,cand_03,R1,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-12-03,gamedev,0.378,12,1
app3_00399,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-07-11,gamedev,0.374,7,3
app3_00400,cand_04,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-05-06,gamedev,0.543,5,0
app3_00401,cand_04,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-04-28,gamedev,0.656,4,6
app3_00402,cand_04,R3,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-06-28,gamedev,0.599,6,4
app3_00403,cand_02,R3,Unity Developer (Middle) - Mobile F2P,HH,test,1,2024-06-19,gamedev,0.658,6,2
app3_00404,cand_05,R2,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-07-11,gamedev,0.384,7,3
app3_00405,cand_04,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-07-25,gamedev,0.532,7,3
app3_00406,cand_02,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-01-27,gamedev,0.728,1,5
app3_00407,cand_06,R3,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-02-12,gamedev,0.677,2,0
app3_00408,cand_01,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-11-05,gamedev,0.588,11,1
app3_00409,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-07-07,gamedev,0.334,7,6
app3_00410,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-03-12,gamedev,0.444,3,1
app3_00411,cand_03,R2,Unity Developer (WebGL) - Casual Games,InGameJob,reject,0,2024-09-01,gamedev,0.454,9,6
app3_00412,cand_05,R3,Unity Developer (WebGL) - Casual Games,InGameJob,screening,1,2024-03-05,gamedev,0.586,3,1
app3_00413,cand_03,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-03-09,gamedev,0.313,3,5
app3_00414,cand_04,R3,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-09-28,gamedev,0.636,9,5
app3_00415,cand_05,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-05-20,gamedev,0.174,5,0
app3_00416,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,reject,0,2024-09-27,gamedev,0.602,9,4
app3_00417,cand_04,R2,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-04-07,gamedev,0.588,4,6
app3_00418,cand_03,R1,Unity Developer (Middle) - Mobile F2P,HH,reject,0,2024-01-28,gamedev,0.433,1,6
app3_00419,cand_06,R2,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-05-30,gamedev,0.367,5,3
app3_00420,cand_05,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-08,gamedev,0.537,6,5
app3_00421,cand_01,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-02-17,gamedev,0.707,2,5
app3_00422,cand_05,R2,Unity Developer - Hypercasual / LiveOps,HH,reject,0,2024-07-05,gamedev,0.571,7,4
app3_00423,cand_03,R3,Unity Developer - Hypercasual / LiveOps,HH,ignore,0,2024-02-03,gamedev,0.704,2,5
app3_00424,cand_05,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-07-13,gamedev,0.372,7,5
app3_00425,cand_04,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-06-24,gamedev,0.395,6,0
app3_00426,cand_02,R1,Senior Unity Developer - VR/AR,LinkedIn,ignore,0,2024-09-25,gamedev,0.399,9,2
app3_00427,cand_01,R2,Unity Developer (Middle) - Mobile F2P,HH,ignore,0,2024-03-23,gamedev,0.693,3,5
app3_00428,cand_06,R3,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-11-05,gamedev,0.428,11,1
app3_00429,cand_01,R3,Senior Unity Developer - Architecture / Tools,HH,screening,1,2024-07-22,gamedev,0.639,7,0
app3_00430,cand_02,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-05-13,gamedev,0.55,5,0
app3_00431,cand_05,R2,Senior Unity Developer - Architecture / Tools,HH,reject,0,2024-08-24,gamedev,0.319,8,5
app3_00432,cand_05,R2,Senior Unity Developer - Multiplayer (Photon),LinkedIn,ignore,0,2024-09-19,gamedev,0.399,9,3
app3_00433,cand_06,R1,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-08-11,gamedev,0.36,8,6
app3_00434,cand_05,R2,Unity Developer (WebGL) - Casual Games,InGameJob,ignore,0,2024-06-13,gamedev,0.419,6,3
app3_00435,cand_06,R1,Senior Unity Developer - Multiplayer (Photon),LinkedIn,reject,0,2024-08-10,gamedev,0.156,8,5
app3_00436,cand_04,R1,Senior Unity Developer - VR/AR,LinkedIn,interview,1,2024-01-15,gamedev,0.572,1,0
